A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
1,4,-0.02158,-0.10951,-0.19582,-0.28020,-0.36200,-0.44084,-0.51616,-0.58773,-0.65535,-0.71878,-0.77766,-0.83197,-0.88158,-0.92645,-0.96680,-1.00266,-1.03395,-1.06094,-1.08397,-1.10304,-1.11871,-1.13094,-1.14006,-1.14660,-1.15065,-1.15256,-1.15267,-1.15121,-1.14837,-1.14453,-1.14006,-1.13490,-1.12912,-1.12282,-1.11609,-1.10909,-1.10170,-1.09374,-1.08523,-1.07589,-1.06568,-1.05441,-1.04155,-1.02694,-1.01048,-0.99162,-0.97044,-0.94645,-0.91905,-0.88831,-0.85398,-0.81590,-0.77399,-0.72796,-0.67771,-0.62331,-0.56470,-0.50214,-0.43581,-0.36557,-0.29224,-0.21580,-0.13656,-0.05513,0.02811,0.11246,0.19705,0.28172,0.36564,0.44817,0.52856,0.60610,0.68015,0.74988,0.81478,0.87413,0.92751,0.97397,1.01356,1.04570,1.06993,1.08577,1.09345,1.09279,1.08371,1.06616,1.04048,1.00677,0.96555,0.91719,0.86179,0.80030,0.73306,0.66063,0.58370,0.50318,0.41927,0.33306,0.24518,0.15641,0.06718
1,4,-0.23528,-0.16867,-0.09731,-0.02184,0.05687,0.13799,0.22070,0.30371,0.38628,0.46691,0.54484,0.61856,0.68750,0.75026,0.80599,0.85379,0.89288,0.92274,0.94258,0.95205,0.95122,0.93960,0.91754,0.88490,0.84211,0.78985,0.72826,0.65855,0.58112,0.49696,0.40687,0.31200,0.21332,0.11187,0.00895,-0.09506,-0.19870,-0.30098,-0.40129,-0.49847,-0.59202,-0.68093,-0.76485,-0.84345,-0.91583,-0.98178,-1.04111,-1.09338,-1.13870,-1.17676,-1.20779,-1.23173,-1.24896,-1.25926,-1.26296,-1.26062,-1.25254,-1.23877,-1.22014,-1.19678,-1.16929,-1.13808,-1.10394,-1.06750,-1.02902,-0.98936,-0.94875,-0.90827,-0.86837,-0.82940,-0.79188,-0.75665,-0.72382,-0.69363,-0.66664,-0.64310,-0.62288,-0.60657,-0.59364,-0.58428,-0.57789,-0.57455,-0.57374,-0.57493,-0.57766,-0.58117,-0.58486,-0.58820,-0.59024,-0.59027,-0.58775,-0.58204,-0.57210,-0.55782,-0.53817,-0.51300,-0.48200,-0.44475,-0.40152,-0.35212,-0.29658
1,4,-0.68181,-0.64753,-0.61113,-0.57335,-0.53461,-0.49616,-0.45856,-0.42272,-0.38933,-0.35934,-0.33323,-0.31220,-0.29630,-0.28667,-0.28334,-0.28668,-0.29699,-0.31461,-0.33927,-0.37103,-0.40984,-0.45514,-0.50702,-0.56457,-0.62786,-0.69580,-0.76812,-0.84401,-0.92283,-1.00398,-1.08652,-1.16967,-1.25273,-1.33523,-1.41617,-1.49500,-1.57128,-1.64394,-1.71258,-1.77707,-1.83656,-1.89090,-1.93936,-1.98212,-2.01843,-2.04844,-2.07180,-2.08840,-2.09837,-2.10148,-2.09791,-2.08750,-2.07033,-2.04694,-2.01694,-1.98120,-1.93986,-1.89296,-1.84117,-1.78505,-1.72505,-1.66167,-1.59563,-1.52748,-1.45800,-1.38783,-1.31798,-1.24920,-1.18214,-1.11747,-1.05611,-0.99832,-0.94522,-0.89693,-0.85398,-0.81681,-0.78562,-0.76012,-0.74071,-0.72711,-0.71898,-0.71581,-0.71724,-0.72251,-0.73106,-0.74184,-0.75423,-0.76761,-0.78087,-0.79322,-0.80383,-0.81221,-0.81746,-0.81943,-0.81719,-0.81097,-0.80007,-0.78472,-0.76490,-0.74106,-0.71312
1,4,0.53580,0.60368,0.66728,0.72636,0.78034,0.82924,0.87298,0.91082,0.94326,0.96991,0.99095,1.00629,1.01634,1.02104,1.02038,1.01480,1.00444,0.98980,0.97093,0.94832,0.92237,0.89327,0.86157,0.82724,0.79057,0.75220,0.71193,0.67036,0.62741,0.58332,0.53818,0.49191,0.44483,0.39687,0.34783,0.29785,0.24693,0.19478,0.14144,0.08698,0.03115,-0.02574,-0.08389,-0.14320,-0.20381,-0.26550,-0.32820,-0.39159,-0.45591,-0.52041,-0.58502,-0.64955,-0.71353,-0.77670,-0.83863,-0.89905,-0.95763,-1.01389,-1.06744,-1.11812,-1.16547,-1.20928,-1.24888,-1.28424,-1.31515,-1.34131,-1.36241,-1.37850,-1.38934,-1.39493,-1.39510,-1.38994,-1.37922,-1.36289,-1.34122,-1.31421,-1.28182,-1.24411,-1.20137,-1.15362,-1.10121,-1.04440,-0.98310,-0.91784,-0.84863,-0.77594,-0.70012,-0.62134,-0.54019,-0.45696,-0.37214,-0.28608,-0.19919,-0.11213,-0.02528,0.06076,0.14572,0.22898,0.30999,0.38864,0.46396
2,0,1.68884,1.68820,1.68505,1.67854,1.66848,1.65473,1.63693,1.61471,1.58781,1.55605,1.51913,1.47735,1.43059,1.37897,1.32246,1.26141,1.19598,1.12660,1.05395,0.97806,0.89944,0.81900,0.73693,0.65377,0.56980,0.48574,0.40193,0.31887,0.23719,0.15680,0.07834,0.00212,-0.07160,-0.14249,-0.21036,-0.27526,-0.33674,-0.39458,-0.44870,-0.49894,-0.54489,-0.58671,-0.62398,-0.65649,-0.68411,-0.70656,-0.72380,-0.73535,-0.74121,-0.74106,-0.73498,-0.72263,-0.70387,-0.67861,-0.64682,-0.60874,-0.56405,-0.51320,-0.45646,-0.39393,-0.32598,-0.25307,-0.17566,-0.09441,-0.00973,0.07751,0.16701,0.25777,0.34927,0.44063,0.53113,0.62035,0.70710,0.79139,0.87225,0.94937,1.02249,1.09109,1.15521,1.21444,1.26895,1.31866,1.36369,1.40430,1.44051,1.47276,1.50155,1.52706,1.54963,1.56966,1.58761,1.60359,1.61797,1.63107,1.64288,1.65365,1.66297,1.67121,1.67800,1.68347,1.68723
2,0,2.63866,2.66993,2.68989,2.69810,2.69431,2.67823,2.64962,2.60865,2.55526,2.48970,2.41200,2.32278,2.22271,2.11196,1.99176,1.86249,1.72533,1.58138,1.43170,1.27718,1.11919,0.95872,0.79706,0.63518,0.47417,0.31511,0.15892,0.00650,-0.14126,-0.28380,-0.42055,-0.55078,-0.67437,-0.79067,-0.89966,-1.00164,-1.09604,-1.18310,-1.26282,-1.33541,-1.40114,-1.46015,-1.51254,-1.55865,-1.59880,-1.63323,-1.66212,-1.68542,-1.70363,-1.71656,-1.72447,-1.72751,-1.72569,-1.71860,-1.70681,-1.68970,-1.66767,-1.64037,-1.60777,-1.56984,-1.52633,-1.47744,-1.42278,-1.36242,-1.29657,-1.22525,-1.14805,-1.06562,-0.97770,-0.88460,-0.78642,-0.68342,-0.57569,-0.46392,-0.34816,-0.22876,-0.10603,0.01968,0.14778,0.27794,0.40966,0.54248,0.67627,0.81021,0.94375,1.07661,1.20819,1.33803,1.46552,1.59015,1.71126,1.82833,1.94080,2.04806,2.14927,2.24384,2.33132,2.41092,2.48211,2.54425,2.59662
2,0,0.40836,0.39803,0.38141,0.35879,0.33038,0.29647,0.25771,0.21464,0.16771,0.11758,0.06480,0.01035,-0.04533,-0.10148,-0.15707,-0.21141,-0.26408,-0.31439,-0.36161,-0.40486,-0.44396,-0.47852,-0.50797,-0.53224,-0.55120,-0.56488,-0.57323,-0.57642,-0.57458,-0.56823,-0.55760,-0.54348,-0.52645,-0.50705,-0.48585,-0.46362,-0.44113,-0.41907,-0.39793,-0.37862,-0.36165,-0.34763,-0.33684,-0.32985,-0.32690,-0.32815,-0.33381,-0.34378,-0.35810,-0.37648,-0.39868,-0.42421,-0.45294,-0.48423,-0.51757,-0.55254,-0.58825,-0.62396,-0.65943,-0.69387,-0.72662,-0.75716,-0.78492,-0.80930,-0.82983,-0.84624,-0.85804,-0.86493,-0.86667,-0.86330,-0.85431,-0.83998,-0.82011,-0.79488,-0.76451,-0.72923,-0.68922,-0.64437,-0.59563,-0.54334,-0.48781,-0.42979,-0.36977,-0.30794,-0.24510,-0.18186,-0.11895,-0.05694,0.00358,0.06193,0.11751,0.16976,0.21796,0.26198,0.30103,0.33446,0.36243,0.38443,0.39996,0.40917,0.41210
2,0,0.46118,0.39587,0.32734,0.25566,0.18093,0.10319,0.02255,-0.06073,-0.14704,-0.23637,-0.32841,-0.42327,-0.52124,-0.62199,-0.72545,-0.83155,-0.94037,-1.05132,-1.16443,-1.27935,-1.39549,-1.51256,-1.63005,-1.74749,-1.86412,-1.97980,-2.09376,-2.20515,-2.31352,-2.41832,-2.51884,-2.61438,-2.70450,-2.78877,-2.86648,-2.93735,-3.00067,-3.05640,-3.10410,-3.14351,-3.17436,-3.19634,-3.20953,-3.21350,-3.20819,-3.19390,-3.17038,-3.13780,-3.09595,-3.04553,-2.98618,-2.91821,-2.84199,-2.75778,-2.66597,-2.56665,-2.46064,-2.34795,-2.22926,-2.10531,-1.97652,-1.84350,-1.70695,-1.56747,-1.42601,-1.28298,-1.13951,-0.99588,-0.85331,-0.71227,-0.57342,-0.43761,-0.30569,-0.17835,-0.05610,0.06043,0.17069,0.27415,0.37038,0.45894,0.53967,0.61211,0.67621,0.73178,0.77884,0.81717,0.84709,0.86850,0.88176,0.88710,0.88479,0.87522,0.85890,0.83576,0.80641,0.77144,0.73112,0.68569,0.63560,0.58141,0.52317
2,0,-0.08401,-0.12055,-0.15655,-0.19235,-0.22869,-0.26602,-0.30456,-0.34480,-0.38718,-0.43216,-0.47981,-0.53043,-0.58402,-0.64059,-0.70019,-0.76273,-0.82784,-0.89510,-0.96432,-1.03479,-1.10627,-1.17800,-1.24906,-1.31886,-1.38686,-1.45241,-1.51451,-1.57281,-1.62647,-1.67500,-1.71789,-1.75458,-1.78450,-1.80760,-1.82346,-1.83199,-1.83298,-1.82643,-1.81243,-1.79102,-1.76241,-1.72674,-1.68424,-1.63502,-1.57978,-1.51844,-1.45177,-1.38013,-1.30388,-1.22348,-1.13950,-1.05215,-0.96199,-0.86963,-0.77528,-0.67963,-0.58305,-0.48616,-0.38944,-0.29352,-0.19864,-0.10540,-0.01440,0.07375,0.15873,0.24010,0.31714,0.38948,0.45670,0.51850,0.57435,0.62390,0.66669,0.70258,0.73155,0.75350,0.76836,0.77632,0.77720,0.77149,0.75947,0.74136,0.71772,0.68888,0.65565,0.61840,0.57767,0.53401,0.48837,0.44140,0.39352,0.34526,0.29722,0.24969,0.20315,0.15776,0.11382,0.07128,0.03053,-0.00879,-0.04699
2,0,0.63901,0.63780,0.63018,0.61625,0.59532,0.56724,0.53228,0.49032,0.44140,0.38556,0.32327,0.25490,0.18080,0.10186,0.01834,-0.06877,-0.15882,-0.25090,-0.34420,-0.43782,-0.53076,-0.62241,-0.71154,-0.79733,-0.87926,-0.95652,-1.02812,-1.09368,-1.15276,-1.20473,-1.24932,-1.28634,-1.31550,-1.33692,-1.35025,-1.35606,-1.35424,-1.34526,-1.32921,-1.30675,-1.27824,-1.24435,-1.20535,-1.16204,-1.11496,-1.06460,-1.01165,-0.95673,-0.90049,-0.84356,-0.78630,-0.72924,-0.67320,-0.61843,-0.56529,-0.51392,-0.46500,-0.41852,-0.37482,-0.33404,-0.29623,-0.26130,-0.22926,-0.20017,-0.17398,-0.15032,-0.12896,-0.10976,-0.09227,-0.07647,-0.06177,-0.04782,-0.03460,-0.02154,-0.00831,0.00537,0.01980,0.03539,0.05220,0.07060,0.09050,0.11212,0.13578,0.16131,0.18863,0.21773,0.24814,0.28001,0.31314,0.34689,0.38122,0.41520,0.44875,0.48135,0.51233,0.54123,0.56744,0.59041,0.60969,0.62450,0.63448
2,0,0.85441,0.76360,0.67333,0.58451,0.49754,0.41294,0.33131,0.25311,0.17878,0.10869,0.04311,-0.01778,-0.07375,-0.12443,-0.16997,-0.21014,-0.24529,-0.27521,-0.30042,-0.32094,-0.33708,-0.34912,-0.35723,-0.36206,-0.36374,-0.36272,-0.35936,-0.35399,-0.34695,-0.33863,-0.32921,-0.31923,-0.30851,-0.29728,-0.28567,-0.27382,-0.26146,-0.24865,-0.23542,-0.22160,-0.20716,-0.19184,-0.17528,-0.15751,-0.13831,-0.11724,-0.09427,-0.06907,-0.04151,-0.01117,0.02180,0.05784,0.09695,0.13920,0.18464,0.23373,0.28603,0.34159,0.40046,0.46264,0.52769,0.59571,0.66635,0.73922,0.81401,0.89049,0.96793,1.04591,1.12406,1.20159,1.27803,1.35272,1.42508,1.49407,1.55951,1.62059,1.67660,1.72698,1.77113,1.80855,1.83891,1.86167,1.87679,1.88378,1.88270,1.87357,1.85603,1.83044,1.79719,1.75643,1.70838,1.65353,1.59226,1.52522,1.45301,1.37620,1.29530,1.21119,1.12424,1.03545,0.94518
2,0,2.03550,1.98783,1.93372,1.87368,1.80893,1.74024,1.66881,1.59544,1.52103,1.44639,1.37240,1.29971,1.22906,1.16101,1.09592,1.03410,0.97628,0.92239,0.87245,0.82690,0.78523,0.74766,0.71392,0.68370,0.65677,0.63302,0.61205,0.59357,0.57718,0.56271,0.54932,0.53702,0.52544,0.51419,0.50279,0.49145,0.47960,0.46696,0.45356,0.43911,0.42358,0.40693,0.38870,0.36950,0.34882,0.32684,0.30358,0.27937,0.25417,0.22842,0.20204,0.17550,0.14911,0.12295,0.09739,0.07297,0.05016,0.02949,0.01126,-0.00418,-0.01581,-0.02364,-0.02671,-0.02458,-0.01689,-0.00328,0.01694,0.04380,0.07812,0.11957,0.16850,0.22488,0.28896,0.35997,0.43790,0.52224,0.61220,0.70749,0.80695,0.90992,1.01512,1.12157,1.22828,1.33398,1.43757,1.53771,1.63313,1.72304,1.80642,1.88230,1.94952,2.00778,2.05625,2.09464,2.12262,2.14003,2.14691,2.14337,2.13026,2.10742,2.07555
2,0,0.74711,0.75263,0.76466,0.78352,0.80887,0.84064,0.87830,0.92141,0.96998,1.02300,1.07997,1.13977,1.20224,1.26661,1.33168,1.39688,1.46102,1.52366,1.58386,1.64076,1.69351,1.74160,1.78419,1.82093,1.85111,1.87443,1.89036,1.89882,1.89960,1.89271,1.87778,1.85533,1.82538,1.78819,1.74436,1.69420,1.63841,1.57735,1.51202,1.44295,1.37120,1.29745,1.22264,1.14777,1.07371,1.00146,0.93199,0.86631,0.80526,0.74940,0.69980,0.65700,0.62134,0.59328,0.57339,0.56186,0.55849,0.56347,0.57641,0.59678,0.62430,0.65827,0.69807,0.74276,0.79150,0.84328,0.89692,0.95175,1.00639,1.05996,1.11168,1.16027,1.20492,1.24487,1.27968,1.30844,1.33091,1.34694,1.35627,1.35878,1.35434,1.34354,1.32657,1.30391,1.27605,1.24376,1.20772,1.16848,1.12683,1.08398,1.04060,0.99737,0.95518,0.91498,0.87774,0.84396,0.81418,0.78922,0.76973,0.75599,0.74840
2,0,-0.05652,-0.03484,-0.01253,0.01014,0.03323,0.05651,0.07992,0.10355,0.12726,0.15100,0.17471,0.19834,0.22191,0.24519,0.26817,0.29083,0.31288,0.33451,0.35540,0.37562,0.39501,0.41341,0.43087,0.44725,0.46245,0.47653,0.48959,0.50147,0.51246,0.52234,0.53136,0.53975,0.54760,0.55498,0.56195,0.56906,0.57615,0.58363,0.59145,0.59988,0.60892,0.61876,0.62923,0.64047,0.65232,0.66467,0.67720,0.68986,0.70251,0.71471,0.72606,0.73642,0.74544,0.75227,0.75704,0.75915,0.75834,0.75436,0.74697,0.73584,0.72112,0.70244,0.67974,0.65320,0.62311,0.58960,0.55272,0.51295,0.47091,0.42666,0.38081,0.33398,0.28631,0.23874,0.19163,0.14541,0.10065,0.05767,0.01703,-0.02088,-0.05576,-0.08722,-0.11542,-0.13988,-0.16079,-0.17790,-0.19140,-0.20125,-0.20738,-0.21006,-0.20944,-0.20603,-0.19977,-0.19091,-0.17976,-0.16647,-0.15145,-0.13481,-0.11683,-0.09764,-0.07751
2,0,0.83978,0.81952,0.79669,0.77130,0.74291,0.71153,0.67693,0.63887,0.59761,0.55294,0.50489,0.45341,0.39861,0.34073,0.27985,0.21655,0.15070,0.08279,0.01317,-0.05777,-0.12923,-0.20128,-0.27295,-0.34416,-0.41433,-0.48245,-0.54846,-0.61189,-0.67195,-0.72833,-0.78053,-0.82824,-0.87121,-0.90914,-0.94153,-0.96801,-0.98855,-1.00298,-1.01141,-1.01358,-1.00963,-0.99926,-0.98303,-0.96080,-0.93288,-0.89943,-0.86077,-0.81705,-0.76861,-0.71602,-0.65931,-0.59910,-0.53587,-0.47021,-0.40229,-0.33253,-0.26143,-0.18954,-0.11719,-0.04496,0.02681,0.09742,0.16670,0.23433,0.29982,0.36299,0.42345,0.48124,0.53576,0.58686,0.63466,0.67890,0.71943,0.75637,0.78971,0.81958,0.84584,0.86895,0.88904,0.90598,0.92028,0.93194,0.94119,0.94824,0.95328,0.95643,0.95809,0.95842,0.95731,0.95525,0.95213,0.94781,0.94262,0.93643,0.92929,0.92088,0.91124,0.90042,0.88791,0.87380,0.85785
2,0,-1.01622,-1.11632,-1.21480,-1.31049,-1.40222,-1.48922,-1.57034,-1.64465,-1.71145,-1.76981,-1.81928,-1.85957,-1.89031,-1.91130,-1.92256,-1.92428,-1.91705,-1.90111,-1.87720,-1.84590,-1.80799,-1.76451,-1.71643,-1.66442,-1.60979,-1.55329,-1.49594,-1.43853,-1.38177,-1.32647,-1.27329,-1.22267,-1.17508,-1.13104,-1.09040,-1.05333,-1.02014,-0.99053,-0.96431,-0.94118,-0.92091,-0.90303,-0.88702,-0.87248,-0.85887,-0.84590,-0.83284,-0.81926,-0.80484,-0.78914,-0.77170,-0.75215,-0.73043,-0.70621,-0.67937,-0.64987,-0.61773,-0.58318,-0.54619,-0.50715,-0.46617,-0.42371,-0.37997,-0.33528,-0.29021,-0.24508,-0.20026,-0.15606,-0.11316,-0.07186,-0.03239,0.00481,0.03945,0.07125,0.09977,0.12483,0.14627,0.16379,0.17692,0.18583,0.18997,0.18908,0.18314,0.17180,0.15498,0.13208,0.10325,0.06812,0.02655,-0.02153,-0.07601,-0.13685,-0.20386,-0.27696,-0.35572,-0.43967,-0.52824,-0.62112,-0.71719,-0.81561,-0.91572
2,1,-0.91412,-0.90613,-0.89812,-0.88967,-0.88096,-0.87160,-0.86187,-0.85139,-0.84036,-0.82837,-0.81537,-0.80128,-0.78591,-0.76893,-0.75069,-0.73065,-0.70916,-0.68567,-0.66034,-0.63297,-0.60339,-0.57183,-0.53770,-0.50160,-0.46301,-0.42203,-0.37871,-0.33324,-0.28560,-0.23604,-0.18489,-0.13222,-0.07830,-0.02363,0.03140,0.08627,0.14063,0.19388,0.24564,0.29534,0.34205,0.38561,0.42532,0.46027,0.49026,0.51494,0.53372,0.54625,0.55229,0.55162,0.54430,0.52991,0.50893,0.48127,0.44700,0.40680,0.36075,0.30940,0.25363,0.19348,0.12990,0.06360,-0.00468,-0.07457,-0.14521,-0.21578,-0.28565,-0.35438,-0.42121,-0.48549,-0.54706,-0.60525,-0.65976,-0.71055,-0.75701,-0.79920,-0.83730,-0.87075,-0.90000,-0.92501,-0.94621,-0.96358,-0.97724,-0.98752,-0.99484,-0.99940,-1.00165,-1.00187,-1.00026,-0.99718,-0.99289,-0.98744,-0.98138,-0.97475,-0.96753,-0.96008,-0.95255,-0.94486,-0.93724,-0.92940,-0.92181
2,1,-0.41549,-0.43531,-0.45711,-0.48088,-0.50656,-0.53403,-0.56307,-0.59318,-0.62451,-0.65630,-0.68837,-0.72059,-0.75260,-0.78378,-0.81382,-0.84251,-0.86969,-0.89495,-0.91793,-0.93843,-0.95627,-0.97129,-0.98311,-0.99190,-0.99735,-0.99945,-0.99804,-0.99300,-0.98445,-0.97216,-0.95614,-0.93662,-0.91353,-0.88691,-0.85670,-0.82340,-0.78681,-0.74727,-0.70495,-0.65981,-0.61222,-0.56238,-0.51068,-0.45735,-0.40280,-0.34736,-0.29125,-0.23494,-0.17876,-0.12307,-0.06835,-0.01507,0.03639,0.08577,0.13222,0.17562,0.21565,0.25168,0.28341,0.31066,0.33315,0.35069,0.36310,0.37024,0.37204,0.36858,0.35992,0.34649,0.32847,0.30626,0.28022,0.25072,0.21851,0.18402,0.14763,0.11028,0.07245,0.03471,-0.00255,-0.03868,-0.07317,-0.10575,-0.13618,-0.16395,-0.18913,-0.21176,-0.23177,-0.24941,-0.26465,-0.27776,-0.28939,-0.29949,-0.30878,-0.31771,-0.32645,-0.33545,-0.34515,-0.35600,-0.36819,-0.38215,-0.39776
2,1,-0.89327,-0.86220,-0.83051,-0.79828,-0.76582,-0.73320,-0.70047,-0.66796,-0.63556,-0.60358,-0.57177,-0.54022,-0.50941,-0.47903,-0.44927,-0.42037,-0.39222,-0.36547,-0.33985,-0.31554,-0.29269,-0.27154,-0.25222,-0.23497,-0.21992,-0.20711,-0.19675,-0.18869,-0.18308,-0.17982,-0.17883,-0.18005,-0.18318,-0.18785,-0.19390,-0.20087,-0.20871,-0.21679,-0.22467,-0.23205,-0.23853,-0.24396,-0.24789,-0.24983,-0.24989,-0.24785,-0.24358,-0.23731,-0.22897,-0.21882,-0.20723,-0.19462,-0.18118,-0.16771,-0.15445,-0.14206,-0.13135,-0.12287,-0.11693,-0.11407,-0.11481,-0.11993,-0.12934,-0.14338,-0.16224,-0.18604,-0.21461,-0.24778,-0.28532,-0.32681,-0.37202,-0.42014,-0.47082,-0.52333,-0.57687,-0.63074,-0.68438,-0.73703,-0.78801,-0.83669,-0.88258,-0.92506,-0.96370,-0.99798,-1.02783,-1.05291,-1.07328,-1.08861,-1.09904,-1.10470,-1.10563,-1.10207,-1.09438,-1.08286,-1.06803,-1.04971,-1.02875,-1.00519,-0.97959,-0.95236,-0.92345
2,1,1.06788,1.07005,1.06765,1.06044,1.04880,1.03215,1.01076,0.98451,0.95355,0.91776,0.87738,0.83269,0.78395,0.73132,0.67519,0.61581,0.55373,0.48928,0.42287,0.35495,0.28610,0.21687,0.14729,0.07821,0.01009,-0.05687,-0.12209,-0.18525,-0.24603,-0.30412,-0.35928,-0.41117,-0.45971,-0.50459,-0.54590,-0.58346,-0.61732,-0.64736,-0.67364,-0.69613,-0.71491,-0.73032,-0.74217,-0.75059,-0.75591,-0.75776,-0.75689,-0.75322,-0.74660,-0.73759,-0.72601,-0.71211,-0.69576,-0.67722,-0.65656,-0.63375,-0.60903,-0.58245,-0.55409,-0.52376,-0.49188,-0.45829,-0.42306,-0.38658,-0.34842,-0.30889,-0.26828,-0.22646,-0.18361,-0.13996,-0.09527,-0.04982,-0.00379,0.04256,0.08949,0.13691,0.18454,0.23215,0.27973,0.32721,0.37447,0.42160,0.46827,0.51438,0.55971,0.60443,0.64826,0.69098,0.73239,0.77240,0.81094,0.84773,0.88249,0.91507,0.94528,0.97279,0.99743,1.01884,1.03689,1.05114,1.06152
2,1,2.06907,2.03809,2.00516,1.96948,1.93106,1.88951,1.84467,1.79593,1.74331,1.68639,1.62494,1.55895,1.48812,1.41240,1.33194,1.24682,1.15658,1.06196,0.96298,0.86009,0.75332,0.64332,0.53042,0.41516,0.29782,0.17937,0.06012,-0.05901,-0.17761,-0.29483,-0.40990,-0.52255,-0.63184,-0.73694,-0.83699,-0.93172,-1.02021,-1.10202,-1.17627,-1.24250,-1.30009,-1.34872,-1.38760,-1.41660,-1.43508,-1.44317,-1.44015,-1.42624,-1.40113,-1.36460,-1.31696,-1.25838,-1.18895,-1.10911,-1.01908,-0.91954,-0.81096,-0.69393,-0.56956,-0.43829,-0.30132,-0.15953,-0.01402,0.13427,0.28405,0.43438,0.58408,0.73211,0.87713,1.01830,1.15459,1.28515,1.40937,1.52643,1.63554,1.73650,1.82899,1.91261,1.98724,2.05299,2.11001,2.15880,2.19923,2.23190,2.25744,2.27612,2.28879,2.29594,2.29803,2.29570,2.28941,2.27976,2.26739,2.25256,2.23547,2.21650,2.19600,2.17394,2.15012,2.12467,2.09783
2,1,-1.71742,-1.66460,-1.61059,-1.55496,-1.49740,-1.43810,-1.37661,-1.31285,-1.24671,-1.17776,-1.10630,-1.03209,-0.95533,-0.87601,-0.79446,-0.71056,-0.62506,-0.53815,-0.45016,-0.36205,-0.27410,-0.18727,-0.10216,-0.01941,0.05998,0.13495,0.20516,0.26926,0.32693,0.37719,0.41937,0.45281,0.47697,0.49100,0.49497,0.48825,0.47098,0.44276,0.40383,0.35448,0.29475,0.22519,0.14615,0.05826,-0.03799,-0.14150,-0.25175,-0.36768,-0.48844,-0.61315,-0.74054,-0.86974,-1.00003,-1.13002,-1.25918,-1.38620,-1.51048,-1.63115,-1.74738,-1.85862,-1.96419,-2.06356,-2.15616,-2.24191,-2.32034,-2.39126,-2.45462,-2.51015,-2.55826,-2.59878,-2.63179,-2.65789,-2.67695,-2.68943,-2.69569,-2.69605,-2.69091,-2.68068,-2.66552,-2.64597,-2.62266,-2.59575,-2.56564,-2.53285,-2.49733,-2.45965,-2.42006,-2.37890,-2.33653,-2.29297,-2.24837,-2.20300,-2.15696,-2.11035,-2.06329,-2.01555,-1.96752,-1.91886,-1.86974,-1.81985,-1.76906
2,1,0.20075,0.23791,0.27692,0.31745,0.35908,0.40136,0.44379,0.48594,0.52733,0.56745,0.60575,0.64183,0.67535,0.70567,0.73260,0.75570,0.77472,0.78948,0.79945,0.80478,0.80530,0.80082,0.79143,0.77686,0.75731,0.73253,0.70310,0.66874,0.62957,0.58606,0.53812,0.48619,0.43025,0.37093,0.30823,0.24264,0.17475,0.10458,0.03261,-0.04061,-0.11462,-0.18866,-0.26232,-0.33495,-0.40613,-0.47524,-0.54163,-0.60512,-0.66465,-0.72024,-0.77085,-0.81640,-0.85620,-0.89008,-0.91790,-0.93924,-0.95392,-0.96204,-0.96368,-0.95909,-0.94841,-0.93187,-0.90982,-0.88259,-0.85080,-0.81484,-0.77573,-0.73344,-0.68942,-0.64387,-0.59762,-0.55124,-0.50533,-0.46044,-0.41715,-0.37585,-0.33694,-0.30065,-0.26721,-0.23681,-0.20937,-0.18504,-0.16346,-0.14459,-0.12769,-0.11294,-0.09950,-0.08732,-0.07562,-0.06410,-0.05205,-0.03939,-0.02542,-0.00977,0.00787,0.02767,0.04995,0.07493,0.10249,0.13281,0.16552
2,1,0.48026,0.48090,0.47820,0.47221,0.46295,0.45037,0.43501,0.41702,0.39645,0.37377,0.34922,0.32324,0.29604,0.26795,0.23926,0.21044,0.18152,0.15269,0.12456,0.09697,0.07030,0.04458,0.02005,-0.00306,-0.02511,-0.04560,-0.06448,-0.08172,-0.09732,-0.11118,-0.12324,-0.13354,-0.14192,-0.14830,-0.15261,-0.15466,-0.15484,-0.15268,-0.14825,-0.14154,-0.13256,-0.12112,-0.10723,-0.09116,-0.07304,-0.05288,-0.03077,-0.00707,0.01814,0.04463,0.07181,0.09929,0.12720,0.15475,0.18172,0.20757,0.23199,0.25455,0.27488,0.29259,0.30759,0.31955,0.32844,0.33414,0.33654,0.33586,0.33202,0.32546,0.31654,0.30559,0.29274,0.27874,0.26410,0.24906,0.23439,0.22050,0.20823,0.19764,0.18909,0.18310,0.17992,0.17963,0.18263,0.18855,0.19774,0.20962,0.22426,0.24135,0.26037,0.28104,0.30279,0.32538,0.34798,0.37025,0.39139,0.41120,0.42925,0.44526,0.45854,0.46901,0.47626
